9_1_0,23_1_0,23_1_1
9_1_2693,ClinicalAppearance,23_1_3287
9_1_2694,ClinicalAppearance,23_1_3288
9_1_2695,ChemicalSubstance,23_1_2406
9_1_2696,ClofibrateChemical,23_1_273
9_1_2697,Supervising,23_1_449
9_1_2698,Epiphysis,23_1_3298
9_1_2699,SurgicalOpenClosedness,23_1_3299
9_1_2700,Device,23_1_3300
9_1_2701,PlasmaThromboplasticComponent,23_1_273
9_1_2702,AntihaemophilicFactor,23_1_273
9_1_2703,ClottingFactorVIIa,23_1_273
9_1_2704,Duration,23_1_3302
9_1_2705,ClubbingOfDigit,23_1_223
9_1_2706,ClubbingOfDigit,23_1_129
9_1_2707,Device,23_1_3306
9_1_2708,ExaminingProcess,23_1_3315
9_1_2709,AssistingProcess,23_1_3319
9_1_2710,GeneralisedProcess,23_1_3320
9_1_2711,HypersensitivityProcess,23_1_3326
9_1_2712,InflammationLesion,23_1_3327
9_1_2713,Inhibiting,23_1_3328
9_1_2714,PathologicalPhenomenon,23_1_3329
9_1_2715,Coherence,23_1_3332
9_1_2716,Colchicine,23_1_273
9_1_2717,Device,23_1_3334
9_1_2718,ExternalStimulusSensation,23_1_3344
9_1_2719,AbdominalPain,23_1_3350
9_1_2720,InflammationLesion,23_1_3351
9_1_2721,PathologicalPhenomenon,23_1_3352
9_1_2722,Flexure,23_1_3361
9_1_2723,BodyCavity,23_1_3362
9_1_2724,PathologicalPhenomenon,23_1_3363
9_1_2725,BodyStructure,23_1_3364
9_1_2726,BodyWall,23_1_3365
9_1_2727,NonDirectInspecting,23_1_3366
9_1_2728,ColonyStimulatingFactor,23_1_273
9_1_2729,MalignantCancer,23_1_3367
9_1_2730,Substance,23_1_3369
9_1_2731,SurgicalClosing,23_1_3370
9_1_2732,SurgicalFixing,23_1_3371
9_1_2733,Device,23_1_3372
9_1_2734,DirectInspecting,23_1_3371
9_1_2735,Column,23_1_1407
9_1_2736,SquintConcomitance,23_1_3373
9_1_2737,FractureComplexity,23_1_3374
9_1_2738,Lymphnode,23_1_3398
9_1_2739,Transport,23_1_3405
9_1_2740,Transport,23_1_3406
9_1_2741,StructuralExtent,23_1_3407
9_1_2742,SyndactylyLesion,23_1_3408
9_1_2743,AbnormalPhenomenon,23_1_3409
9_1_2744,BodyStructure,23_1_132
9_1_2745,BodyStructure,23_1_3410
9_1_2746,BodyStructure,23_1_3411
9_1_2747,BodyStructure,23_1_3412
9_1_2748,BodyStructure,23_1_3413
9_1_2749,BodyStructure,23_1_1617
9_1_2750,BodyStructure,23_1_1619
9_1_2751,BodyStructure,23_1_3414
9_1_2752,BodyStructure,23_1_3415
9_1_2753,BodyStructure,23_1_3416
9_1_2754,BodyStructure,23_1_3417
9_1_2755,BodyStructure,23_1_3418
9_1_2756,BodyStructure,23_1_3419
9_1_2757,BodyStructure,23_1_3420
9_1_2758,BodyStructure,23_1_3421
9_1_2759,BodyStructure,23_1_3422
9_1_2760,BodyStructure,23_1_3423
9_1_2761,BodyStructure,23_1_3424
9_1_2762,BodyStructure,23_1_3425
9_1_2763,BodyStructure,23_1_3426
9_1_2764,BodyStructure,23_1_3427
9_1_2765,BodyStructure,23_1_3428
9_1_2766,BodyStructure,23_1_3429
9_1_2767,BodyStructure,23_1_3430
9_1_2768,BodyStructure,23_1_3431
9_1_2769,BodyStructure,23_1_2600
9_1_2770,BodyStructure,23_1_3432
9_1_2771,BodyStructure,23_1_3433
9_1_2772,BodyStructure,23_1_3434
9_1_2773,BodyStructure,23_1_3435
9_1_2774,BodyStructure,23_1_3436
9_1_2775,BodyStructure,23_1_3437
9_1_2776,BodyStructure,23_1_3438
9_1_2777,BodyStructure,23_1_3439
9_1_2778,BodyStructure,23_1_3440
9_1_2779,BodyStructure,23_1_3441
9_1_2780,BodyStructure,23_1_3442
9_1_2781,BodyStructure,23_1_3443
9_1_2782,BodyStructure,23_1_3444
9_1_2783,BodyStructure,23_1_3445
9_1_2784,BodyStructure,23_1_1620
9_1_2785,BodyStructure,23_1_3446
9_1_2786,BodyStructure,23_1_3447
9_1_2787,BodyStructure,23_1_3448
9_1_2788,BodyStructure,23_1_1621
9_1_2789,BodyStructure,23_1_1622
9_1_2790,BodyStructure,23_1_3449
9_1_2791,BodyStructure,23_1_3450
9_1_2792,BodyStructure,23_1_3451
9_1_2793,BodyStructure,23_1_1623
9_1_2794,BodyStructure,23_1_1624
9_1_2795,BodyStructure,23_1_1625
9_1_2796,BodyStructure,23_1_3452
9_1_2797,BodyStructure,23_1_3453
9_1_2798,BodyStructure,23_1_1645
9_1_2799,BodyStructure,23_1_3454
9_1_2800,BodyStructure,23_1_3455
9_1_2801,BodyStructure,23_1_3456
9_1_2802,BodyStructure,23_1_3457
9_1_2803,BodyStructure,23_1_3458
9_1_2804,BodyStructure,23_1_3459
9_1_2805,BodyStructure,23_1_3460
9_1_2806,BodyStructure,23_1_3461
9_1_2807,BodyStructure,23_1_2820
9_1_2808,BodyStructure,23_1_1646
9_1_2809,BodyStructure,23_1_3462
9_1_2810,BodyStructure,23_1_2978
9_1_2811,BodyStructure,23_1_1626
9_1_2812,BodyStructure,23_1_3463
9_1_2813,BodyStructure,23_1_1627
9_1_2814,BodyStructure,23_1_3464
9_1_2815,BodyStructure,23_1_3465
9_1_2816,BodyStructure,23_1_3466
9_1_2817,BodyStructure,23_1_3467
9_1_2818,BodyStructure,23_1_3468
9_1_2819,BodyStructure,23_1_3469
9_1_2820,BodyStructure,23_1_3470
9_1_2821,BodyStructure,23_1_3471
9_1_2822,BodyStructure,23_1_3472
9_1_2823,BodyStructure,23_1_3473
9_1_2824,BodyStructure,23_1_3474
9_1_2825,BodyStructure,23_1_3475
9_1_2826,BodyStructure,23_1_3476
9_1_2827,BodyStructure,23_1_3477
9_1_2828,BodyStructure,23_1_3478
9_1_2829,BodyStructure,23_1_3479
9_1_2830,BodyStructure,23_1_3480
9_1_2831,BodyStructure,23_1_3481
9_1_2832,BodyStructure,23_1_3482
9_1_2833,BodyStructure,23_1_3483
9_1_2834,BodyStructure,23_1_3484
9_1_2835,BodyStructure,23_1_3485
9_1_2836,BodyStructure,23_1_3486
9_1_2837,BodyStructure,23_1_3487
9_1_2838,BodyStructure,23_1_3488
9_1_2839,BodyStructure,23_1_3489
9_1_2840,BodyStructure,23_1_3490
9_1_2841,BodyStructure,23_1_3491
9_1_2842,BodyStructure,23_1_3492
9_1_2843,BodyStructure,23_1_3493
9_1_2844,BodyStructure,23_1_3494
9_1_2845,BodyStructure,23_1_3495
9_1_2846,BodyStructure,23_1_3496
9_1_2847,BodyStructure,23_1_3497
9_1_2848,BodyStructure,23_1_3498
9_1_2849,BodyStructure,23_1_3499
9_1_2850,BodyStructure,23_1_3500
9_1_2851,BodyStructure,23_1_3501
9_1_2852,BodyStructure,23_1_3502
9_1_2853,BodyStructure,23_1_3503
9_1_2854,BodyStructure,23_1_3504
9_1_2855,BodyStructure,23_1_3505
9_1_2856,BodyStructure,23_1_3506
9_1_2857,BodyStructure,23_1_3507
9_1_2858,BodyStructure,23_1_3508
9_1_2859,BodyStructure,23_1_3509
9_1_2860,BodyStructure,23_1_3510
9_1_2861,BodyStructure,23_1_3511
9_1_2862,BodyStructure,23_1_3512
9_1_2863,BodyStructure,23_1_3513
9_1_2864,BodyStructure,23_1_3514
9_1_2865,BodyStructure,23_1_3515
9_1_2866,BodyStructure,23_1_3516
9_1_2867,BodyStructure,23_1_3517
9_1_2868,BodyStructure,23_1_3518
9_1_2869,BodyStructure,23_1_2605
9_1_2870,BodyStructure,23_1_3519
9_1_2871,BodyStructure,23_1_3520
9_1_2872,BodyStructure,23_1_3521
9_1_2873,BodyStructure,23_1_3522
9_1_2874,BodyStructure,23_1_3523
9_1_2875,BodyStructure,23_1_3524
9_1_2876,BodyStructure,23_1_3525
9_1_2877,BodyStructure,23_1_3526
9_1_2878,BodyStructure,23_1_3527
9_1_2879,BodyStructure,23_1_3528
9_1_2880,BodyStructure,23_1_1629
9_1_2881,BodyStructure,23_1_3529
9_1_2882,BodyStructure,23_1_3530
9_1_2883,BodyStructure,23_1_3531
9_1_2884,BodyStructure,23_1_3532
9_1_2885,BodyStructure,23_1_3533
9_1_2886,BodyStructure,23_1_3534
9_1_2887,BodyStructure,23_1_3535
9_1_2888,BodyStructure,23_1_3536
9_1_2889,BodyStructure,23_1_1630
9_1_2890,BodyStructure,23_1_3537
9_1_2891,BodyStructure,23_1_3538
9_1_2892,BodyStructure,23_1_3539
9_1_2893,BodyStructure,23_1_3540
9_1_2894,BodyStructure,23_1_3541
9_1_2895,BodyStructure,23_1_3542
9_1_2896,BodyStructure,23_1_3543
9_1_2897,BodyStructure,23_1_2565
9_1_2898,BodyStructure,23_1_3544
9_1_2899,BodyStructure,23_1_3545
9_1_2900,BodyStructure,23_1_3546
9_1_2901,BodyStructure,23_1_3547
9_1_2902,SurgicalOpenClosedness,23_1_3548
9_1_2903,CompoundFracture,23_1_633
9_1_2904,ObstructingLesion,23_1_3549
9_1_2905,ImagingProcess,23_1_3550
9_1_2906,Crest,23_1_3564
9_1_2907,PathologicalPhenomenon,23_1_3565
9_1_2908,MandatoryInstruction,23_1_3567
9_1_2909,PhysicalPresentation,23_1_3568
9_1_2910,CardiacMuscle,23_1_1213
9_1_2911,ConductionFibres,23_1_3569
9_1_2912,Condyle,23_1_3575
9_1_2913,PhysicalPresentation,23_1_3576
9_1_2914,Shape,23_1_3577
9_1_2915,Confusion,23_1_129
9_1_2916,AgenesisLesion,23_1_3578
9_1_2917,ThyroglossalTract,23_1_553
9_1_2918,CongenitalPathologicalLesion,23_1_3584
9_1_2919,AgenesisLesion,23_1_3585
9_1_2920,CongenitalPathologicalLesion,23_1_2279
9_1_2921,AtrioventricularValve,23_1_3589
9_1_2922,TricuspidValve,23_1_3589
9_1_2923,GreatVesselValve,23_1_3589
9_1_2924,Liquid,23_1_3590
9_1_2925,IneffectiveCardiacFunction,23_1_3591
9_1_2926,CongestiveCardiacFailure,23_1_3592
9_1_2927,TraumaticallyAcquiredLesion,23_1_3598
9_1_2928,PathologicalPhenomenon,23_1_3599
9_1_2929,GlandularEpithelium,23_1_3601
9_1_2930,FibrosisLesion,23_1_3603
9_1_2931,InflammationLesion,23_1_3603
9_1_2932,Irritation,23_1_3603
9_1_2933,Pruritus,23_1_3604
9_1_2934,BodyStructure,23_1_3605
9_1_2935,Oedema,23_1_3603
9_1_2936,BodyCavity,23_1_3606
9_1_2937,Displacement,23_1_3608
9_1_2938,Constructing,23_1_3609
9_1_2939,PathologicalProcess,23_1_459
9_1_2940,BodyStructure,23_1_3611
9_1_2941,PathologicalBodyStructure,23_1_3614
9_1_2942,Level,23_1_3615
9_1_2943,Constipation,23_1_223
9_1_2944,Constipation,23_1_129
9_1_2945,Diameter,23_1_3616
9_1_2946,Compressing,23_1_1720
9_1_2947,BodyStructure,23_1_3617
9_1_2948,DiseaseProcessPreventing,23_1_3618
9_1_2949,Device,23_1_3619
9_1_2950,Shape,23_1_3620
9_1_2951,PathologicalBodyStructure,23_1_3621
9_1_2952,GenericControlProcess,23_1_3624
9_1_2953,VisualAxis,23_1_3628
9_1_2954,Seizure,23_1_3629
9_1_2955,BodyMovement,23_1_3630
9_1_2956,Copper,23_1_273
9_1_2957,ChemicalSubstance,23_1_3631
9_1_2958,Sedimentation,23_1_3632
9_1_2959,CopperDeposit,23_1_2661
9_1_2960,CopperDeposit,23_1_3633
9_1_2961,CopperDeposit,23_1_3634
9_1_2962,CopperDeposit,23_1_3635
9_1_2963,CopperCompound,23_1_273
9_1_2964,Vapour,23_1_3636
9_1_2965,Coproporphyrin,23_1_494
9_1_2966,PathologicalPhenomenon,23_1_462
9_1_2967,PhysicalPresentation,23_1_3649
9_1_2968,PhysicalPresentation,23_1_3650
9_1_2969,TraumaticallyAcquiredLesion,23_1_3655
9_1_2970,Deposit,23_1_3655
9_1_2971,PathologicalPhenomenon,23_1_3656
9_1_2972,ErosionLesion,23_1_3657
9_1_2973,StratifiedSquamousEpithelium,23_1_3658
9_1_2974,HypertrophicLesion,23_1_250
9_1_2975,BodyStructure,23_1_3659
9_1_2976,Mesothelium,23_1_3658
9_1_2977,OpaqueStructure,23_1_250
9_1_2978,Horn,23_1_2543
9_1_2979,Route,23_1_3666
9_1_2980,IntimaOfArtery,23_1_3667
9_1_2981,InflammationLesion,23_1_635
9_1_2982,PathologicalProcess,23_1_3669
9_1_2983,EmbolismLesion,23_1_635
9_1_2984,PathologicalPhenomenon,23_1_3669
9_1_2985,RupturingLesion,23_1_635
9_1_2986,Diameter,23_1_3670
9_1_2987,ThrombusLesion,23_1_635
9_1_2988,CardiacPathology,23_1_3672
9_1_2989,OccludingLesion,23_1_635
9_1_2990,VascularPerfusion,23_1_3673
9_1_2991,PathologicalPhenomenon,23_1_3680
9_1_2992,Stricture,23_1_635
9_1_2993,ThrombusLesion,23_1_3681
9_1_2994,CoronoidProcess,23_1_3682
9_1_2995,CoronoidProcess,23_1_3683
9_1_2996,Cortex,23_1_3691
9_1_2997,Cortex,23_1_3696
9_1_2998,LensOpacity,23_1_3697
9_1_2999,Cortisol,23_1_2
9_1_3000,Cortisone,23_1_273
9_1_3001,Cough,23_1_129
9_1_3002,Equipment,23_1_3706
9_1_3003,Device,23_1_3707
9_1_3004,ViralInfectionLesion,23_1_3708
9_1_3005,MuscleCramp,23_1_3709
9_1_3006,MuscleCramp,23_1_3710
9_1_3007,MuscleCramp,23_1_3711
9_1_3008,MuscleCramp,23_1_3712
9_1_3009,Juice,23_1_3713
9_1_3010,BodyCavity,23_1_3714
9_1_3011,Fontanelle,23_1_2600
9_1_3012,ExaminingProcess,23_1_3753
9_1_3013,FibrousJoint,23_1_2605
9_1_3014,StriatedMuscle,23_1_3754
9_1_3015,PhysicalPresentation,23_1_3771
9_1_3016,IneffectiveCatalysis,23_1_3781
9_1_3017,InflammationLesion,23_1_3784
9_1_3018,ChemicalSubstance,23_1_3785
9_1_3019,CromoglycateChemical,23_1_273
9_1_3020,CroupyCough,23_1_129
9_1_3021,CrownOfTooth,23_1_3786
9_1_3022,CrownOfTooth,23_1_3787
9_1_3023,CrownOfTooth,23_1_3788
9_1_3024,CrownOfTooth,23_1_3789
9_1_3025,PathologicalBodyStructure,23_1_3794
9_1_3026,PhysicalPresentation,23_1_3795
9_1_3027,Urine,23_1_3796
9_1_3028,PhysicalPresentation,23_1_3801
9_1_3029,TubercleOfMedullaOblongata,23_1_820
9_1_3030,TimeOfOccurrence,23_1_3803
9_1_3031,PathologicalBodyStructure,23_1_3805
9_1_3032,Laceration,23_1_129
9_1_3033,HaemorrhageLesion,23_1_3816
9_1_3034,Epithelium,23_1_3518
9_1_3035,Fistula,23_1_3818
9_1_3036,BloodVessel,23_1_3821
9_1_3037,PoisoningProcess,23_1_3822
9_1_3038,AbnormalBlueSkinDiscolouration,23_1_3823
9_1_3039,Cyanosis,23_1_129
9_1_3040,TemporalPattern,23_1_3824
9_1_3041,Shape,23_1_3825
9_1_3042,TemporalPattern,23_1_3826
9_1_3043,InflammationLesion,23_1_3827
9_1_3044,Contracting,23_1_3828
9_1_3045,ChemicalSubstance,23_1_3829
9_1_3046,CyclopyrroloneChemical,23_1_273
9_1_3047,BodyCavity,23_1_3831
9_1_3048,Cysteine,23_1_273
9_1_3049,ChemicalDeposition,23_1_3832
9_1_3050,Substance,23_1_3834
9_1_3051,FibrosisLesion,23_1_3838
9_1_3052,Lymphangioma,23_1_3839
9_1_3053,Lymphnode,23_1_3840
9_1_3054,BodyWall,23_1_3841
9_1_3055,CysteineDeposition,23_1_143
9_1_3056,Cysteine,23_1_494
9_1_3057,InflammationLesion,23_1_2474
9_1_3058,Cystitis,23_1_3842
9_1_3059,ProlapseLesion,23_1_3843
9_1_3060,NonDirectInspecting,23_1_3845
9_1_3061,Feature,23_1_3846
9_1_3062,DrugAdministration,23_1_3847
9_1_3063,ManufacturingProcess,23_1_3848
9_1_3064,PathologicalBodyStructure,23_1_3850
9_1_3065,Colour,23_1_216
9_1_3066,AbnormalDarknessOfUrine,23_1_129
9_1_3067,Human,23_1_3857
9_1_3068,SurgicalProcedure,23_1_3858
9_1_3069,Drowsiness,23_1_3859
9_1_3070,Chronicity,23_1_3860
9_1_3071,ViralInfectionLesion,23_1_3862
9_1_3072,ToothDevelopmentalStatus,23_1_3863
9_1_3073,IneffectiveCardiacFunction,23_1_3864
9_1_3074,Level,23_1_3865
9_1_3075,Artery,23_1_198
9_1_3076,BloodVessel,23_1_198
9_1_3077,Lymphnode,23_1_3882
9_1_3078,Muscle,23_1_198
9_1_3079,Vein,23_1_198
9_1_3080,Thrombophlebitis,23_1_3902
9_1_3081,ThrombusLesion,23_1_3902
9_1_3082,EnamelOfTooth,23_1_206
9_1_3083,Tooth,23_1_206
9_1_3084,PlanarDefect,23_1_3904
9_1_3085,Gene,23_1_143
9_1_3086,PathologicalBodyStructure,23_1_3907
9_1_3087,MorphologicalChangeProcess,23_1_143
9_1_3088,DegenerativeLesion,23_1_339
9_1_3089,PathologicalBodyStructure,23_1_3908
9_1_3090,PathologicalBodyStructure,23_1_3909
9_1_3091,Quality,23_1_3910
9_1_3092,Water,23_1_506
9_1_3093,PharmacologicallyActing,23_1_3911
9_1_3094,DrugReleasing,23_1_3911
9_1_3095,TimingAppropriateness,23_1_3912
9_1_3096,Immediacy,23_1_3913
9_1_3097,Consciousness,23_1_3918
9_1_3098,DeliveryProcess,23_1_3919
9_1_3099,DeliveryProcess,23_1_3920
9_1_3100,SurgicalApproaching,23_1_3921
9_1_3101,DeliveryProcess,23_1_3922
9_1_3102,Lymphnode,23_1_3925
9_1_3103,Consciousness,23_1_687
9_1_3104,Perception,23_1_687
9_1_3105,PathologicalBodyStructure,23_1_3940
9_1_3106,Destroying,23_1_3941
9_1_3107,Transmitting,23_1_3942
9_1_3108,Calculus,23_1_3943
9_1_3109,Demineralization,23_1_3944
9_1_3110,ClinicalSpeciality,23_1_3945
9_1_3111,ChemicalDeposition,23_1_3946
9_1_3112,DentalPlaque,23_1_3943
9_1_3113,GeneralisedProcess,23_1_3950
9_1_3114,Tissue,23_1_3951
9_1_3115,StructuralComponentOfTooth,23_1_3957
9_1_3116,Removing,23_1_3960
9_1_3117,Level,23_1_3961
9_1_3118,Depigmentation,23_1_129
9_1_3119,PhysiologicalAccumulation,23_1_3964
9_1_3120,Sadness,23_1_129
9_1_3121,STSegmentOfECGTrace,23_1_3966
9_1_3122,SkullFractureType,23_1_3967
9_1_3123,BodyLayer,23_1_3968
9_1_3124,DermalStructure,23_1_3969
9_1_3125,PathologicalPhenomenon,23_1_3970
9_1_3126,BodyRegion,23_1_3971
9_1_3127,InflammationLesion,23_1_2278
9_1_3128,BodyStructure,23_1_3974
9_1_3129,Myositis,23_1_369
9_1_3130,DermalStructure,23_1_3981
9_1_3131,BenignNeoplasticProcess,23_1_3982
9_1_3132,Desquamation,23_1_3988
9_1_3133,Destroying,23_1_3991
9_1_3134,PathologicalBodyStructure,23_1_3992
9_1_3135,InvestigationAct,23_1_3993
9_1_3136,MuscleContractionProcess,23_1_1070
9_1_3137,PathologicalBodyStructure,23_1_3995
9_1_3138,Device,23_1_3149
9_1_3139,Device,23_1_3996
9_1_3140,Nephropathy,23_1_4000
9_1_3141,Human,23_1_4001
9_1_3142,Phenomenon,23_1_4003
9_1_3143,Diagnosis,23_1_4006
9_1_3144,Diagnosis,23_1_4008
9_1_3145,ClinicalAct,23_1_4009
9_1_3146,InvestigationAct,23_1_4009
9_1_3147,DimensionChangingProcess,23_1_4010
9_1_3148,DimensionDecreasingProcess,23_1_4010
9_1_3149,DimensionIncreasingProcess,23_1_4010
9_1_3150,PhysicalPresentation,23_1_4016
9_1_3151,HerniaLesion,23_1_4019
9_1_3152,PathologicalPhenomenon,23_1_4020
9_1_3153,Diarrhoea,23_1_223
9_1_3154,Diarrhoea,23_1_129
9_1_3155,PathologicalPhenomenon,23_1_4022
9_1_3156,Murmur,23_1_4023
9_1_3157,DimensionIncreasingProcess,23_1_4028
9_1_3158,Substance,23_1_4029
9_1_3159,EnergyValue,23_1_4030
9_1_3160,Food,23_1_497
9_1_3161,Carbohydrate,23_1_4031
9_1_3162,TasteFeature,23_1_4032
9_1_3163,DietaryCarbohydrate,23_1_497
9_1_3164,Lipid,23_1_4031
9_1_3165,DietaryFat,23_1_497
9_1_3166,DietaryFibre,23_1_497
9_1_3167,LiquidFood,23_1_497
9_1_3168,DietaryFreeSugar,23_1_497
9_1_3169,Substance,23_1_4034
9_1_3170,Protein,23_1_4031
9_1_3171,DietaryProtein,23_1_497
9_1_3172,Enactment,23_1_4035
9_1_3173,DimensionDecreasingProcess,23_1_4028
9_1_3174,Sodium,23_1_498
9_1_3175,DietarySalt,23_1_497
9_1_3176,Vitamin,23_1_4031
9_1_3177,DietaryVitamin,23_1_497
9_1_3178,Water,23_1_498
9_1_3179,Human,23_1_4036
9_1_3180,Distribution,23_1_4037
9_1_3181,DiseaseProcessExtent,23_1_4038
9_1_3182,ExaminingProcess,23_1_4045
9_1_3183,Sign,23_1_4045
9_1_3184,BodyStructure,23_1_4047
9_1_3185,PathologicalPhenomenon,23_1_4045
9_1_3186,Phenomenon,23_1_4045
9_1_3187,DigitalArtery,23_1_4048
9_1_3188,DigitalArtery,23_1_4049
9_1_3189,DigitalArtery,23_1_4050
9_1_3190,DigitalArtery,23_1_4051
9_1_3191,DigitalArtery,23_1_4052
9_1_3192,Diameter,23_1_4053
9_1_3193,DigitalNerveOfHand,23_1_4054
9_1_3194,DigitalNerveOfHand,23_1_4055
9_1_3195,DigitalNerveOfHand,23_1_4056
9_1_3196,DigitalNerveOfHand,23_1_4058
9_1_3197,DigitalNerveOfHand,23_1_4059
9_1_3198,DigitalNerveOfHand,23_1_4060
9_1_3199,DigitalNerveOfHand,23_1_4061
9_1_3200,DigitalNerveOfHand,23_1_4062
9_1_3201,DigitalNerveOfHand,23_1_4063
9_1_3202,DigitalNerveOfHand,23_1_4064
9_1_3203,DigitalNerveOfHand,23_1_4065
9_1_3204,DigitalNerveOfHand,23_1_4066
9_1_3205,DigitalNerveOfHand,23_1_4068
9_1_3206,DigitalNerveOfHand,23_1_4069
9_1_3207,DigitalNerveOfHand,23_1_4070
9_1_3208,DigitalNerveOfHand,23_1_4071
9_1_3209,DigitalNerveOfHand,23_1_4072
9_1_3210,DigitalNerveOfHand,23_1_4073
9_1_3211,DigitalNerveOfHand,23_1_4074
9_1_3212,DigitalNerveOfHand,23_1_4075
9_1_3213,DigitalRay,23_1_4076
9_1_3214,DigitalRay,23_1_4077
9_1_3215,ActiveDrugIngredient,23_1_569
9_1_3216,DiameterIncreasing,23_1_143
9_1_3217,Shape,23_1_4079
9_1_3218,PathologicalBodyStructure,23_1_4080
9_1_3219,Diameter,23_1_4081
9_1_3220,Diameter,23_1_4082
9_1_3221,ProstaglandinF2,23_1_273
9_1_3222,ProstaglandinE2,23_1_273
9_1_3223,ChemicalSubstance,23_1_4084
9_1_3224,DiphenylbutylpiperidineChemical,23_1_273
9_1_3225,InfectionLesion,23_1_4085
9_1_3226,ParalysisProcess,23_1_2435
9_1_3227,Constructing,23_1_4086
9_1_3228,DirectAnastomosisStructure,23_1_4087
9_1_3229,Limiting,23_1_4088
9_1_3230,PathologicalBodyStructure,23_1_4089
9_1_3231,Distribution,23_1_4090
9_1_3232,Shape,23_1_4091
9_1_3233,DiscolourationOfTooth,23_1_129
9_1_3234,GeneralisedStructure,23_1_4094
9_1_3235,Aggrevating,23_1_4095
9_1_3236,PathologicalProcess,23_1_4096
9_1_3237,DiseaseProcessModifyingAct,23_1_4097
9_1_3238,Sign,23_1_4098
9_1_3239,CardiacMuscle,23_1_143
9_1_3240,PathologicalBodyStructure,23_1_4099
9_1_3241,Muscle,23_1_143
9_1_3242,PathologicalBodyStructure,23_1_680
9_1_3243,PhysicalPresentation,23_1_4100
9_1_3244,Joint,23_1_4101
9_1_3245,PathologicalBodyStructure,23_1_4102
9_1_3246,Affect,23_1_143
9_1_3247,Consciousness,23_1_143
9_1_3248,Depolarising,23_1_4103
9_1_3249,Keratinisation,23_1_143
9_1_3250,MemoryManagementProcess,23_1_143
9_1_3251,Perception,23_1_143
9_1_3252,Wall,23_1_4104
9_1_3253,CarpalBone,23_1_4105
9_1_3254,CarpalRow,23_1_3677
9_1_3255,EpiphysealCartilage,23_1_1125
9_1_3256,EpiphysealCartilage,23_1_4111
9_1_3257,EpiphysealCartilage,23_1_926
9_1_3258,EpiphysealCartilage,23_1_4112
9_1_3259,EpiphysealCartilage,23_1_4113
9_1_3260,EpiphysealCartilage,23_1_4114
9_1_3261,Epiphysis,23_1_1125
9_1_3262,Epiphysis,23_1_4111
9_1_3263,Epiphysis,23_1_926
9_1_3264,Epiphysis,23_1_4112
9_1_3265,Epiphysis,23_1_4113
9_1_3266,Epiphysis,23_1_4114
9_1_3267,BonyHead,23_1_4111
9_1_3268,BonyHead,23_1_4112
9_1_3269,BonyHead,23_1_4114
9_1_3270,ConductionFibres,23_1_3677
9_1_3271,InterphalangealJoint,23_1_3677
9_1_3272,SynovialMembrane,23_1_4121
9_1_3273,DistalPhalangealHead,23_1_4122
9_1_3274,ProximalPhalangealHead,23_1_4123
9_1_3275,SynovialMembrane,23_1_4125
9_1_3276,DistalPhalangealHead,23_1_4126
9_1_3277,ProximalPhalangealHead,23_1_4127
9_1_3278,SynovialMembrane,23_1_4128
9_1_3279,DistalPhalangealHead,23_1_4129
9_1_3280,ProximalPhalangealHead,23_1_4130
9_1_3281,SynovialMembrane,23_1_4131
9_1_3282,DistalPhalangealHead,23_1_4132
9_1_3283,ProximalPhalangealHead,23_1_4133
9_1_3284,SynovialMembrane,23_1_4134
9_1_3285,DistalPhalangealHead,23_1_4135
9_1_3286,ProximalPhalangealHead,23_1_4136
9_1_3287,SynovialMembrane,23_1_4137
9_1_3288,DistalPhalangealHead,23_1_4138
9_1_3289,ProximalPhalangealHead,23_1_4139
9_1_3290,SynovialMembrane,23_1_4141
9_1_3291,DistalPhalangealHead,23_1_4142
9_1_3292,ProximalPhalangealHead,23_1_4143
9_1_3293,SynovialMembrane,23_1_4145
9_1_3294,DistalPhalangealHead,23_1_4146
9_1_3295,ProximalPhalangealHead,23_1_4147
9_1_3296,Metaphysis,23_1_1125
9_1_3297,Metaphysis,23_1_4111
9_1_3298,Metaphysis,23_1_926
9_1_3299,Metaphysis,23_1_4112
9_1_3300,Metaphysis,23_1_4113
9_1_3301,Metaphysis,23_1_4114
9_1_3302,BonyNeck,23_1_4111
9_1_3303,BonyNeck,23_1_4112
9_1_3304,BonyNeck,23_1_4114
9_1_3305,SegmentOfFemur,23_1_3677
9_1_3306,SegmentOfFibula,23_1_3677
9_1_3307,SegmentOfHumerus,23_1_3677
9_1_3308,SegmentOfLongBone,23_1_3677
9_1_3309,SegmentOfRadius,23_1_3677
9_1_3310,SegmentOfTibia,23_1_3677
9_1_3311,SegmentOfUlna,23_1_3677
9_1_3312,Phalanx,23_1_3677
9_1_3313,Toe,23_1_4189
9_1_3314,DistalPhalanx,23_1_4190
9_1_3315,Toe,23_1_4191
9_1_3316,DistalPhalanx,23_1_2431
9_1_3317,DistalPhalanx,23_1_4049
9_1_3318,DistalPhalanx,23_1_4050
9_1_3319,DistalPhalanx,23_1_4051
9_1_3320,DistalPhalanx,23_1_4052
9_1_3321,Toe,23_1_4192
9_1_3322,DistalPhalanx,23_1_4193
9_1_3323,Toe,23_1_4194
9_1_3324,DistalPhalanx,23_1_918
9_1_3325,DistalPhalanx,23_1_4048
9_1_3326,SmoothSurfaceOfAnteriorTooth,23_1_3677
9_1_3327,SmoothSurfaceOfPosteriorTooth,23_1_3677
9_1_3328,NonOcclusalSurfaceOfTooth,23_1_3677
